重复序号,有效标志,抽样技术误差标准差,左删失人数,区间删失人数,右删失人数,一组方案中位达标时间_天,两组方案低BMI组中位达标时间_天,两组方案高BMI组中位达标时间_天,一组方案第1组_12周0天已达标比例,一组方案第1组_13周0天已达标比例,一组方案第1组_25周0天已达标比例,两组方案第1组_12周0天已达标比例,两组方案第1组_13周0天已达标比例,两组方案第1组_25周0天已达标比例,两组方案第2组_12周0天已达标比例,两组方案第2组_13周0天已达标比例,两组方案第2组_25周0天已达标比例
389,1,0.005143476914973277,118,40,9,70,70,93,0.6584259037168811,0.7199896507855209,0.9643702256520377,0.6584259037168811,0.7199896507855209,0.9643702256520377,0.40941639580095424,0.4804460837970053,0.9068383265640722
390,1,0.0046569230736855155,122,35,10,70,70,97,0.6545114680382946,0.714926397767679,0.9612483421718973,0.6545114680382946,0.714926397767679,0.9612483421718973,0.37653905848052693,0.44429179655513107,0.8877403953858468
391,1,0.004645915683609796,114,44,9,74,71,104,0.6244486176995769,0.6962641983400751,0.9693158669249277,0.6625086145095604,0.7301907865472086,0.9738870678349044,0.29801501486359366,0.36919520053938076,0.8896923995510234
392,1,0.005254729869237965,115,44,8,73,71,93,0.6356729467322634,0.705591319260068,0.9697465055888282,0.6607864862477882,0.7279479466916677,0.9728166719046427,0.40043522408013776,0.47845911488097653,0.9246407614807268
393,1,0.005061832840302966,118,39,10,70,70,100,0.6639955450602459,0.7271458278265565,0.9684233233507108,0.6639955450602459,0.7271458278265565,0.9684233233507108,0.3426781651770356,0.41281424373592,0.8899976878143604
394,1,0.004570024333045227,123,37,7,70,70,91,0.6580655334622474,0.7195246710103569,0.9640925591873929,0.6580655334622474,0.7195246710103569,0.9640925591873929,0.4286357022447645,0.5,0.9127860897021496
395,1,0.004145288931522284,122,36,9,70,70,97,0.6598380495240076,0.7218094444309242,0.9654398069615554,0.6598380495240076,0.7218094444309242,0.9654398069615554,0.3721687305222341,0.44224842801415976,0.8951428631736883
396,1,0.006417727457699369,113,45,9,73,70,107,0.6272648681877802,0.6936694859782385,0.9623972460728558,0.6628723374614153,0.7257072814136961,0.9676410302849251,0.28956930385561747,0.3541957775694914,0.8610899594877793
397,1,0.004359630161896804,121,35,11,70,70,99,0.654424836536459,0.7148140315685456,0.96117656173231,0.654424836536459,0.7148140315685456,0.96117656173231,0.3599824815603879,0.42675433883910446,0.8802866256592016
398,1,0.004747479585287939,117,42,8,72,70,91,0.6472447636328197,0.7154715933379742,0.9705984950058408,0.6721377147173841,0.7375025737093519,0.9736038549775364,0.42185605908991897,0.5,0.9292192879235337
399,1,0.00372064358702528,119,38,10,70,70,97,0.6603995376013316,0.7225320074365534,0.9658570099157272,0.6603995376013316,0.7225320074365534,0.9658570099157272,0.37170733899486885,0.4420322510821614,0.8959006740035699
400,1,0.005603168582975154,119,39,9,70,70,98,0.6592449539982103,0.7210455808610691,0.9649941504916556,0.6592449539982103,0.7210455808610691,0.9649941504916556,0.36401869149216987,0.433338906311514,0.8907778914311278
