自助重复,结果类型,项目,数值
430,原尺度边际效应（百分点）,孕周平均,0.3735605366207223
430,链接尺度参数,BMI个体内偏差,-0.02660690375985482
430,链接尺度参数,妇间BMI中心化,-0.013154283826833703
430,链接尺度参数,孕周中心化,0.050986200736337944
430,链接尺度参数,孕周二次项,0.005348368861412325
430,链接尺度参数,年龄中心化,-0.013518048445829225
430,链接尺度参数,截距,-2.748370704641839
430,链接尺度参数,生产次数中心化,0.11446050524764188
431,原尺度边际效应（百分点）,个体内BMI,-0.14222099057236906
431,原尺度边际效应（百分点）,妇间BMI,-0.160661840734173
431,原尺度边际效应（百分点）,孕周平均,0.30620124560132983
431,链接尺度参数,BMI个体内偏差,-0.02188879305935997
431,链接尺度参数,妇间BMI中心化,-0.02472696730780183
431,链接尺度参数,孕周中心化,0.040675114292045865
431,链接尺度参数,孕周二次项,0.004988849059807942
431,链接尺度参数,年龄中心化,-0.008671282610296652
431,链接尺度参数,截距,-2.693098493200795
431,链接尺度参数,生产次数中心化,0.14464812130304794
432,原尺度边际效应（百分点）,个体内BMI,-0.30236524152925626
432,原尺度边际效应（百分点）,妇间BMI,-0.23071850531621038
432,原尺度边际效应（百分点）,孕周平均,0.33278722664818544
432,链接尺度参数,BMI个体内偏差,-0.046223787408717354
432,链接尺度参数,妇间BMI中心化,-0.03527086343342689
432,链接尺度参数,孕周中心化,0.04259416522818155
432,链接尺度参数,孕周二次项,0.006362385069104807
432,链接尺度参数,年龄中心化,-0.023298578790942243
432,链接尺度参数,截距,-2.716777034168772
432,链接尺度参数,生产次数中心化,0.1905497261079178
433,原尺度边际效应（百分点）,个体内BMI,-0.05482074371970951
433,原尺度边际效应（百分点）,妇间BMI,-0.20453147211722858
433,原尺度边际效应（百分点）,孕周平均,0.3299542316974333
433,链接尺度参数,BMI个体内偏差,-0.008476972828194379
433,链接尺度参数,妇间BMI中心化,-0.03162685534718481
433,链接尺度参数,孕周中心化,0.04554018394157699
433,链接尺度参数,孕周二次项,0.0037842383140883618
433,链接尺度参数,年龄中心化,-0.009232940400973654
433,链接尺度参数,截距,-2.6839431389336585
433,链接尺度参数,生产次数中心化,0.2404634007560348
434,原尺度边际效应（百分点）,个体内BMI,-0.00824541776284263
434,原尺度边际效应（百分点）,妇间BMI,-0.20830949231904478
434,原尺度边际效应（百分点）,孕周平均,0.3855537678707053
434,链接尺度参数,BMI个体内偏差,-0.0012761076385775702
434,链接尺度参数,妇间BMI中心化,-0.03223915900713619
434,链接尺度参数,孕周中心化,0.05217630377907555
434,链接尺度参数,孕周二次项,0.00438591568714022
434,链接尺度参数,年龄中心化,-0.01691622319069543
434,链接尺度参数,截距,-2.6994066183055074
434,链接尺度参数,生产次数中心化,0.08536831889526933
435,原尺度边际效应（百分点）,个体内BMI,-0.3730345443599376
435,原尺度边际效应（百分点）,妇间BMI,-0.12167854663180618
435,原尺度边际效应（百分点）,孕周平均,0.33927627905980257
435,链接尺度参数,BMI个体内偏差,-0.05818427863824945
435,链接尺度参数,妇间BMI中心化,-0.018978881630573673
435,链接尺度参数,孕周中心化,0.04403034476791288
435,链接尺度参数,孕周二次项,0.006724678668967051
435,链接尺度参数,年龄中心化,-0.006036026069191796
435,链接尺度参数,截距,-2.7403814074447794
435,链接尺度参数,生产次数中心化,0.1612455253423466
436,原尺度边际效应（百分点）,个体内BMI,-0.03129084744545658
436,原尺度边际效应（百分点）,妇间BMI,-0.23022464592770453
436,原尺度边际效应（百分点）,孕周平均,0.3247192923837067
436,链接尺度参数,BMI个体内偏差,-0.005069134673907254
436,链接尺度参数,妇间BMI中心化,-0.0372965205718518
436,链接尺度参数,孕周中心化,0.044560904599132936
436,链接尺度参数,孕周二次项,0.005443102302216124
436,链接尺度参数,年龄中心化,-0.009275341357838364
436,链接尺度参数,截距,-2.7687503576695343
436,链接尺度参数,生产次数中心化,0.2015853225642188
437,原尺度边际效应（百分点）,个体内BMI,-0.29503203560060154
437,原尺度边际效应（百分点）,妇间BMI,-0.17160412173549655
437,原尺度边际效应（百分点）,孕周平均,0.3150102899646073
437,链接尺度参数,BMI个体内偏差,-0.048820000480370385
437,链接尺度参数,妇间BMI中心化,-0.028395944489573246
437,链接尺度参数,孕周中心化,0.04558415599458833
437,链接尺度参数,孕周二次项,0.004731354063900802
437,链接尺度参数,年龄中心化,-0.025560313321838033
437,链接尺度参数,截距,-2.7787468618590134
437,链接尺度参数,生产次数中心化,0.15106148946991652
438,原尺度边际效应（百分点）,个体内BMI,-0.029090588204296948
438,原尺度边际效应（百分点）,妇间BMI,-0.22726138871896479
438,原尺度边际效应（百分点）,孕周平均,0.2937710731954899
438,链接尺度参数,BMI个体内偏差,-0.004639042686616878
438,链接尺度参数,妇间BMI中心化,-0.03624111261976418
438,链接尺度参数,孕周中心化,0.04110998249587102
438,链接尺度参数,孕周二次项,0.0042417818301112645
438,链接尺度参数,年龄中心化,-0.01817172275863249
438,链接尺度参数,截距,-2.7264126681108634
438,链接尺度参数,生产次数中心化,0.1601535066365173
439,原尺度边际效应（百分点）,个体内BMI,-0.009897181652622756
439,原尺度边际效应（百分点）,妇间BMI,-0.06980580746855744
439,原尺度边际效应（百分点）,孕周平均,0.3420903830193933
439,链接尺度参数,BMI个体内偏差,-0.001496260015833651
439,链接尺度参数,妇间BMI中心化,-0.01055327084559531
439,链接尺度参数,孕周中心化,0.04510707135084577
439,链接尺度参数,孕周二次项,0.004460341357967345
439,链接尺度参数,年龄中心化,-0.017456756076616713
439,链接尺度参数,截距,-2.666841785621984
439,链接尺度参数,生产次数中心化,0.19718892752685627
440,原尺度边际效应（百分点）,个体内BMI,-0.03582784096997064
440,原尺度边际效应（百分点）,妇间BMI,-0.14249847251985234
440,原尺度边际效应（百分点）,孕周平均,0.2890717453317068
440,链接尺度参数,BMI个体内偏差,-0.005715969776803229
440,链接尺度参数,妇间BMI中心化,-0.02273419050974338
440,链接尺度参数,孕周中心化,0.04083488578158847
440,链接尺度参数,孕周二次项,0.003937323527703287
440,链接尺度参数,年龄中心化,-0.019027084171151936
440,链接尺度参数,截距,-2.7182295224040294
440,链接尺度参数,生产次数中心化,0.1486354855205138
441,原尺度边际效应（百分点）,个体内BMI,-0.2060667536381287
441,原尺度边际效应（百分点）,妇间BMI,-0.16237444034911291
441,原尺度边际效应（百分点）,孕周平均,0.3315849781407505
441,链接尺度参数,BMI个体内偏差,-0.03204232150041305
441,链接尺度参数,妇间BMI中心化,-0.02524839125797354
441,链接尺度参数,孕周中心化,0.04358473115315739
441,链接尺度参数,孕周二次项,0.005816742598553455
441,链接尺度参数,年龄中心化,-0.009420279879718281
441,链接尺度参数,截距,-2.7219079289787547
441,链接尺度参数,生产次数中心化,0.15190780396577508
442,原尺度边际效应（百分点）,个体内BMI,0.009517542733044464
442,原尺度边际效应（百分点）,妇间BMI,-0.126656206015143
442,原尺度边际效应（百分点）,孕周平均,0.36515722350278285
442,链接尺度参数,BMI个体内偏差,0.001478167730905568
442,链接尺度参数,妇间BMI中心化,-0.019670950990374438
442,链接尺度参数,孕周中心化,0.051480845976652034
442,链接尺度参数,孕周二次项,0.003129620812124178
442,链接尺度参数,年龄中心化,-0.02648088928189697
442,链接尺度参数,截距,-2.6806683120124957
442,链接尺度参数,生产次数中心化,0.14871932322952472
443,原尺度边际效应（百分点）,个体内BMI,-0.025628364325306626
443,原尺度边际效应（百分点）,妇间BMI,-0.1161029686126783
443,原尺度边际效应（百分点）,孕周平均,0.3184064983920603
443,链接尺度参数,BMI个体内偏差,-0.0038978488088225027
443,链接尺度参数,妇间BMI中心化,-0.017658240384104972
443,链接尺度参数,孕周中心化,0.042243456691079165
443,链接尺度参数,孕周二次项,0.004491561777034049
443,链接尺度参数,年龄中心化,-0.009525181545836413
443,链接尺度参数,截距,-2.673544199278976
443,链接尺度参数,生产次数中心化,0.24148936271466054
444,原尺度边际效应（百分点）,个体内BMI,-0.43368661288234683
444,原尺度边际效应（百分点）,妇间BMI,-0.24480937814918657
444,原尺度边际效应（百分点）,孕周平均,0.35466582578221056
444,链接尺度参数,BMI个体内偏差,-0.06529819813356245
444,链接尺度参数,妇间BMI中心化,-0.036859821826403655
444,链接尺度参数,孕周中心化,0.046620366122761804
444,链接尺度参数,孕周二次项,0.005052036470599923
444,链接尺度参数,年龄中心化,-0.029197308088145368
444,链接尺度参数,截距,-2.6778719761807235
444,链接尺度参数,生产次数中心化,0.1818494410460631
445,原尺度边际效应（百分点）,个体内BMI,-0.561370125321158
445,原尺度边际效应（百分点）,妇间BMI,-0.14002805084503922
445,原尺度边际效应（百分点）,孕周平均,0.3277244612048027
445,链接尺度参数,BMI个体内偏差,-0.0901698857135032
445,链接尺度参数,妇间BMI中心化,-0.022491958107244008
445,链接尺度参数,孕周中心化,0.04611325255177091
445,链接尺度参数,孕周二次项,0.0051451017676210015
445,链接尺度参数,年龄中心化,-0.022303650040930503
445,链接尺度参数,截距,-2.7495598423028693
445,链接尺度参数,生产次数中心化,0.19412644020882935
446,原尺度边际效应（百分点）,个体内BMI,0.15998758814394873
446,原尺度边际效应（百分点）,妇间BMI,-0.11499436451466792
446,原尺度边际效应（百分点）,孕周平均,0.3270587798808032
446,链接尺度参数,BMI个体内偏差,0.024876770423111184
446,链接尺度参数,妇间BMI中心化,-0.01788068961580354
446,链接尺度参数,孕周中心化,0.04473299012621128
446,链接尺度参数,孕周二次项,0.003937166321946928
446,链接尺度参数,年龄中心化,-0.018885663834555987
446,链接尺度参数,截距,-2.691473490867655
446,链接尺度参数,生产次数中心化,0.12458355085454015
447,原尺度边际效应（百分点）,个体内BMI,-0.09269627803033594
447,原尺度边际效应（百分点）,妇间BMI,-0.27579797336769274
447,原尺度边际效应（百分点）,孕周平均,0.27867005578739235
447,链接尺度参数,BMI个体内偏差,-0.014478660227551985
447,链接尺度参数,妇间BMI中心化,-0.0430781605549625
447,链接尺度参数,孕周中心化,0.03814694759767883
447,链接尺度参数,孕周二次项,0.004380052035996919
447,链接尺度参数,年龄中心化,-0.016925758944902572
447,链接尺度参数,截距,-2.704016240730047
447,链接尺度参数,生产次数中心化,0.12268333412152808
448,原尺度边际效应（百分点）,个体内BMI,-0.11818897191709864
448,原尺度边际效应（百分点）,妇间BMI,-0.18239765222986465
448,原尺度边际效应（百分点）,孕周平均,0.3241599107115658
448,链接尺度参数,BMI个体内偏差,-0.019275387513336965
448,链接尺度参数,妇间BMI中心化,-0.02974715298073318
448,链接尺度参数,孕周中心化,0.046355801364984024
448,链接尺度参数,孕周二次项,0.004380493683703238
448,链接尺度参数,年龄中心化,-0.03098847896139971
448,链接尺度参数,截距,-2.7596890696870124
448,链接尺度参数,生产次数中心化,0.1723995269630999
449,原尺度边际效应（百分点）,个体内BMI,-0.005463382386445982
449,原尺度边际效应（百分点）,妇间BMI,-0.15355451303857043
449,原尺度边际效应（百分点）,孕周平均,0.3198095229653764
449,链接尺度参数,BMI个体内偏差,-0.0008646005638999367
449,链接尺度参数,妇间BMI中心化,-0.024300572277697163
449,链接尺度参数,孕周中心化,0.045689811632583545
449,链接尺度参数,孕周二次项,0.003292819851508656
449,链接尺度参数,年龄中心化,-0.02732240478996054
449,链接尺度参数,截距,-2.7027056033978765
449,链接尺度参数,生产次数中心化,0.1498794269064192
450,原尺度边际效应（百分点）,个体内BMI,-0.5814270739475799
450,原尺度边际效应（百分点）,妇间BMI,-0.1911749491751788
450,原尺度边际效应（百分点）,孕周平均,0.33595869455209953
450,链接尺度参数,BMI个体内偏差,-0.09019212138715205
450,链接尺度参数,妇间BMI中心化,-0.029655437448282446
450,链接尺度参数,孕周中心化,0.046212426686815224
450,链接尺度参数,孕周二次项,0.004697580712716338
450,链接尺度参数,年龄中心化,-0.027143267463296386
450,链接尺度参数,截距,-2.7030491848331484
450,链接尺度参数,生产次数中心化,0.17988007685831367
451,原尺度边际效应（百分点）,个体内BMI,-0.20628056918734483
451,原尺度边际效应（百分点）,妇间BMI,-0.11647828854381283
451,原尺度边际效应（百分点）,孕周平均,0.3011937426394742
451,链接尺度参数,BMI个体内偏差,-0.03222750150124888
451,链接尺度参数,妇间BMI中心化,-0.018197565741150383
451,链接尺度参数,孕周中心化,0.03977528389221722
451,链接尺度参数,孕周二次项,0.0058039816773632485
451,链接尺度参数,年龄中心化,-0.02599256775409667
451,链接尺度参数,截距,-2.7294685942954935
451,链接尺度参数,生产次数中心化,0.2260929608163598
452,原尺度边际效应（百分点）,个体内BMI,-0.27656546374336666
452,原尺度边际效应（百分点）,妇间BMI,-0.14234195260571456
452,原尺度边际效应（百分点）,孕周平均,0.3604559495328721
452,链接尺度参数,BMI个体内偏差,-0.04329970749557547
452,链接尺度参数,妇间BMI中心化,-0.022285374423668736
452,链接尺度参数,孕周中心化,0.046844361222134596
452,链接尺度参数,孕周二次项,0.006579286546151841
452,链接尺度参数,年龄中心化,-0.017041707969465143
452,链接尺度参数,截距,-2.7470269412636275
452,链接尺度参数,生产次数中心化,0.1848732238406636
453,原尺度边际效应（百分点）,个体内BMI,0.08498760259034273
453,原尺度边际效应（百分点）,妇间BMI,-0.2134132419286601
453,原尺度边际效应（百分点）,孕周平均,0.2951464138781561
453,链接尺度参数,BMI个体内偏差,0.013812712859573506
453,链接尺度参数,妇间BMI中心化,-0.03468524515746535
453,链接尺度参数,孕周中心化,0.04090537878940203
453,链接尺度参数,孕周二次项,0.004999402774472384
453,链接尺度参数,年龄中心化,-0.011888396686919793
453,链接尺度参数,截距,-2.7637760365447517
453,链接尺度参数,生产次数中心化,0.2274510544587404
454,原尺度边际效应（百分点）,个体内BMI,-0.1288204074214079
454,原尺度边际效应（百分点）,妇间BMI,-0.3023716666459383
454,原尺度边际效应（百分点）,孕周平均,0.3277329185697915
454,链接尺度参数,BMI个体内偏差,-0.02010032591819992
454,链接尺度参数,妇间BMI中心化,-0.04718017253377071
454,链接尺度参数,孕周中心化,0.04610542328524148
454,链接尺度参数,孕周二次项,0.003487549535748153
454,链接尺度参数,年龄中心化,-0.022671343955207004
454,链接尺度参数,截距,-2.693262727895987
454,链接尺度参数,生产次数中心化,0.09684555864164432
455,原尺度边际效应（百分点）,个体内BMI,-0.2552947565321011
455,原尺度边际效应（百分点）,妇间BMI,-0.2016449646938141
455,原尺度边际效应（百分点）,孕周平均,0.3401043586502602
455,链接尺度参数,BMI个体内偏差,-0.03860441963444081
455,链接尺度参数,妇间BMI中心化,-0.030491761522854394
455,链接尺度参数,孕周中心化,0.04276119270804843
455,链接尺度参数,孕周二次项,0.006526985469108001
455,链接尺度参数,年龄中心化,-0.005750427343823062
455,链接尺度参数,截距,-2.7021728686630553
455,链接尺度参数,生产次数中心化,0.143793018719954
456,原尺度边际效应（百分点）,个体内BMI,-0.3009403250824271
456,原尺度边际效应（百分点）,妇间BMI,-0.17161604184678306
456,原尺度边际效应（百分点）,孕周平均,0.3194199924799907
456,链接尺度参数,BMI个体内偏差,-0.046533648743877824
456,链接尺度参数,妇间BMI中心化,-0.026536558727799302
456,链接尺度参数,孕周中心化,0.04144953860677061
456,链接尺度参数,孕周二次项,0.0062543735155753755
456,链接尺度参数,年龄中心化,-0.029217185075111292
456,链接尺度参数,截距,-2.7276874944462532
456,链接尺度参数,生产次数中心化,0.20416457464019191
457,原尺度边际效应（百分点）,个体内BMI,-6.0806439048254106e-05
457,原尺度边际效应（百分点）,妇间BMI,-0.2255527983616458
457,原尺度边际效应（百分点）,孕周平均,0.37070272343639826
457,链接尺度参数,BMI个体内偏差,-9.594569796829035e-06
457,链接尺度参数,妇间BMI中心化,-0.03558968590536222
457,链接尺度参数,孕周中心化,0.04823765622711666
457,链接尺度参数,孕周二次项,0.006301964960673674
457,链接尺度参数,年龄中心化,-0.0034982117818458986
457,链接尺度参数,截距,-2.753867371350092
457,链接尺度参数,生产次数中心化,0.10989358099123367
458,原尺度边际效应（百分点）,个体内BMI,-0.3386754769922492
458,原尺度边际效应（百分点）,妇间BMI,-0.10423121371225527
458,原尺度边际效应（百分点）,孕周平均,0.31113410985289774
458,链接尺度参数,BMI个体内偏差,-0.054136891758162595
458,链接尺度参数,妇间BMI中心化,-0.016661241565746474
458,链接尺度参数,孕周中心化,0.042917651753892345
458,链接尺度参数,孕周二次项,0.005308340800960503
458,链接尺度参数,年龄中心化,-0.022695760504066347
458,链接尺度参数,截距,-2.745602999834083
458,链接尺度参数,生产次数中心化,0.1887470665758319
459,原尺度边际效应（百分点）,个体内BMI,-0.023938982152665614
459,原尺度边际效应（百分点）,妇间BMI,-0.22160689192859453
459,原尺度边际效应（百分点）,孕周平均,0.2631960108267737
459,链接尺度参数,BMI个体内偏差,-0.004060208205548224
459,链接尺度参数,妇间BMI中心化,-0.037585980693599724
459,链接尺度参数,孕周中心化,0.0384293620693765
459,链接尺度参数,孕周二次项,0.004759139963842989
459,链接尺度参数,年龄中心化,-0.01818787766379628
459,链接尺度参数,截距,-2.8060900317567046
459,链接尺度参数,生产次数中心化,0.0510383166202498
460,原尺度边际效应（百分点）,个体内BMI,-0.0030575444918673833
460,原尺度边际效应（百分点）,妇间BMI,-0.17314422636670074
460,原尺度边际效应（百分点）,孕周平均,0.27689936215336064
460,链接尺度参数,BMI个体内偏差,-0.000491114242723412
460,链接尺度参数,妇间BMI中心化,-0.02781107383398347
460,链接尺度参数,孕周中心化,0.038480691415368015
460,链接尺度参数,孕周二次项,0.004646765870865846
460,链接尺度参数,年龄中心化,-0.007958413857955222
460,链接尺度参数,截距,-2.737488483003655
460,链接尺度参数,生产次数中心化,0.16820833599838
461,原尺度边际效应（百分点）,个体内BMI,-0.22959984156079083
461,原尺度边际效应（百分点）,妇间BMI,-0.19450625356791063
461,原尺度边际效应（百分点）,孕周平均,0.302119167178697
461,链接尺度参数,BMI个体内偏差,-0.03539765481652542
461,链接尺度参数,妇间BMI中心化,-0.029987238565360747
461,链接尺度参数,孕周中心化,0.04121334636616755
461,链接尺度参数,孕周二次项,0.004258654118254263
461,链接尺度参数,年龄中心化,-0.03339207016497354
461,链接尺度参数,截距,-2.6893214645469925
461,链接尺度参数,生产次数中心化,0.18823555333493397
462,原尺度边际效应（百分点）,个体内BMI,-0.16303657263989627
462,原尺度边际效应（百分点）,妇间BMI,-0.18931770585287083
462,原尺度边际效应（百分点）,孕周平均,0.3547485319897555
462,链接尺度参数,BMI个体内偏差,-0.025816657094320454
462,链接尺度参数,妇间BMI中心化,-0.02997824484867128
462,链接尺度参数,孕周中心化,0.050977723035102666
462,链接尺度参数,孕周二次项,0.0032994657795834916
462,链接尺度参数,年龄中心化,-0.0218813999342537
462,链接尺度参数,截距,-2.7051041072808264
462,链接尺度参数,生产次数中心化,0.16603129883811318
463,原尺度边际效应（百分点）,个体内BMI,-0.41698075519336264
463,原尺度边际效应（百分点）,妇间BMI,-0.07971022511083396
463,原尺度边际效应（百分点）,孕周平均,0.41643279135063943
463,链接尺度参数,BMI个体内偏差,-0.06238954639848334
463,链接尺度参数,妇间BMI中心化,-0.01192641321223519
463,链接尺度参数,孕周中心化,0.05346812235266511
463,链接尺度参数,孕周二次项,0.005602703601368078
463,链接尺度参数,年龄中心化,-0.027320247475235707
463,链接尺度参数,截距,-2.68026512949776
463,链接尺度参数,生产次数中心化,0.19079781662640713
464,原尺度边际效应（百分点）,个体内BMI,0.061692410063282056
464,原尺度边际效应（百分点）,妇间BMI,-0.053548012792124206
464,原尺度边际效应（百分点）,孕周平均,0.3413802554056866
464,链接尺度参数,BMI个体内偏差,0.00944621256697894
464,链接尺度参数,妇间BMI中心化,-0.008199159521484945
464,链接尺度参数,孕周中心化,0.044866379927915576
464,链接尺度参数,孕周二次项,0.004893437616009711
464,链接尺度参数,年龄中心化,-0.0074151579239144306
464,链接尺度参数,截距,-2.6896840576596106
464,链接尺度参数,生产次数中心化,0.22845694637956773
465,原尺度边际效应（百分点）,个体内BMI,-0.2571746262684243
465,原尺度边际效应（百分点）,妇间BMI,-0.10715975065506951
465,原尺度边际效应（百分点）,孕周平均,0.36415234132666396
465,链接尺度参数,BMI个体内偏差,-0.042191660976604636
465,链接尺度参数,妇间BMI中心化,-0.017580458599586558
465,链接尺度参数,孕周中心化,0.05143204431451037
465,链接尺度参数,孕周二次项,0.0051898610546583825
465,链接尺度参数,年龄中心化,-0.024113646502007837
465,链接尺度参数,截距,-2.778708703127361
465,链接尺度参数,生产次数中心化,0.10878977584897123
466,原尺度边际效应（百分点）,个体内BMI,-0.13625096118657984
466,原尺度边际效应（百分点）,妇间BMI,-0.2667997725313413
466,原尺度边际效应（百分点）,孕周平均,0.3484460389480092
466,链接尺度参数,BMI个体内偏差,-0.021272697048521035
466,链接尺度参数,妇间BMI中心化,-0.04165512436937264
466,链接尺度参数,孕周中心化,0.046487730341866915
466,链接尺度参数,孕周二次项,0.005345619575683704
466,链接尺度参数,年龄中心化,-0.0114991448771933
466,链接尺度参数,截距,-2.7244916660479435
466,链接尺度参数,生产次数中心化,0.1528377452732584
467,原尺度边际效应（百分点）,个体内BMI,0.0014673991099327605
467,原尺度边际效应（百分点）,妇间BMI,-0.14781546342469948
467,原尺度边际效应（百分点）,孕周平均,0.35160899898936515
467,链接尺度参数,BMI个体内偏差,0.0002296305483806003
467,链接尺度参数,妇间BMI中心化,-0.023131366030950947
467,链接尺度参数,孕周中心化,0.046387679504630686
467,链接尺度参数,孕周二次项,0.005555084803955541
467,链接尺度参数,年龄中心化,-0.01658373229495648
467,链接尺度参数,截距,-2.7299299940018233
467,链接尺度参数,生产次数中心化,0.20188579569546708
468,原尺度边际效应（百分点）,个体内BMI,0.020534706358297412
468,原尺度边际效应（百分点）,妇间BMI,-0.1427754771538401
468,原尺度边际效应（百分点）,孕周平均,0.26654563504027357
468,链接尺度参数,BMI个体内偏差,0.0033711549148467412
468,链接尺度参数,妇间BMI中心化,-0.023439256599462957
468,链接尺度参数,孕周中心化,0.03738756080242791
468,链接尺度参数,孕周二次项,0.004931372043988613
468,链接尺度参数,年龄中心化,-0.017617793618845363
468,链接尺度参数,截距,-2.767815535207724
468,链接尺度参数,生产次数中心化,0.10470133848655369
469,原尺度边际效应（百分点）,个体内BMI,-0.16155796787602794
469,原尺度边际效应（百分点）,妇间BMI,-0.1377003611281182
469,原尺度边际效应（百分点）,孕周平均,0.3440221794599071
469,链接尺度参数,BMI个体内偏差,-0.024320706157042286
469,链接尺度参数,妇间BMI中心化,-0.020729216050089302
469,链接尺度参数,孕周中心化,0.04534995665236915
469,链接尺度参数,孕周二次项,0.004565948619737722
469,链接尺度参数,年龄中心化,-0.0067426660463577965
469,链接尺度参数,截距,-2.6622786118259243
469,链接尺度参数,生产次数中心化,0.20454295231831426
470,原尺度边际效应（百分点）,个体内BMI,-0.04107482488595647
470,原尺度边际效应（百分点）,妇间BMI,-0.17756685600575248
470,原尺度边际效应（百分点）,孕周平均,0.35760336391962216
470,链接尺度参数,BMI个体内偏差,-0.006486733383936336
470,链接尺度参数,妇间BMI中心化,-0.02804220969733074
470,链接尺度参数,孕周中心化,0.04839235236138474
470,链接尺度参数,孕周二次项,0.0050760078269399605
470,链接尺度参数,年龄中心化,-0.01400373636750138
470,链接尺度参数,截距,-2.7316595784429714
470,链接尺度参数,生产次数中心化,0.138427986073785
471,原尺度边际效应（百分点）,个体内BMI,-0.14732447543011168
471,原尺度边际效应（百分点）,妇间BMI,0.06724741212452792
471,原尺度边际效应（百分点）,孕周平均,0.3329381829548917
471,链接尺度参数,BMI个体内偏差,-0.02298007603036585
471,链接尺度参数,妇间BMI中心化,0.010489435913179865
471,链接尺度参数,孕周中心化,0.0458754677020472
471,链接尺度参数,孕周二次项,0.004168819883226979
471,链接尺度参数,年龄中心化,-0.02697917730438476
471,链接尺度参数,截距,-2.6999700581196873
471,链接尺度参数,生产次数中心化,0.1780221163306914
472,原尺度边际效应（百分点）,个体内BMI,-0.1226340746828892
472,原尺度边际效应（百分点）,妇间BMI,-0.2259395456594781
472,原尺度边际效应（百分点）,孕周平均,0.28136107762586665
472,链接尺度参数,BMI个体内偏差,-0.01959446064590523
472,链接尺度参数,妇间BMI中心化,-0.036100598852531335
472,链接尺度参数,孕周中心化,0.036184732407020026
472,链接尺度参数,孕周二次项,0.0072901750605826755
472,链接尺度参数,年龄中心化,-0.01087602819819411
472,链接尺度参数,截距,-2.781464625749704
472,链接尺度参数,生产次数中心化,0.18688118574710388
473,原尺度边际效应（百分点）,个体内BMI,0.031909818833428784
473,原尺度边际效应（百分点）,妇间BMI,-0.31941406067724826
473,原尺度边际效应（百分点）,孕周平均,0.24131388044600646
473,链接尺度参数,BMI个体内偏差,0.005108075151067839
473,链接尺度参数,妇间BMI中心化,-0.05113131587377955
473,链接尺度参数,孕周中心化,0.03323469241646389
473,链接尺度参数,孕周二次项,0.004723296744629217
473,链接尺度参数,年龄中心化,-0.019997967660732273
473,链接尺度参数,截距,-2.741272929774118
473,链接尺度参数,生产次数中心化,0.14300320231989552
474,原尺度边际效应（百分点）,个体内BMI,-0.04819771717734591
474,原尺度边际效应（百分点）,妇间BMI,-0.22525900463843013
474,原尺度边际效应（百分点）,孕周平均,0.30944688008205457
474,链接尺度参数,BMI个体内偏差,-0.00785071947286807
474,链接尺度参数,妇间BMI中心化,-0.03669147332531788
474,链接尺度参数,孕周中心化,0.04398811795513155
474,链接尺度参数,孕周二次项,0.0044636366316608105
474,链接尺度参数,年龄中心化,-0.006886446757643772
474,链接尺度参数,截距,-2.7546220280797584
474,链接尺度参数,生产次数中心化,0.1467731469524121
475,原尺度边际效应（百分点）,个体内BMI,0.010784843889832748
475,原尺度边际效应（百分点）,妇间BMI,-0.23420748986267276
475,原尺度边际效应（百分点）,孕周平均,0.2962501726558836
475,链接尺度参数,BMI个体内偏差,0.0016874150677390343
475,链接尺度参数,妇间BMI中心化,-0.036644503287079105
475,链接尺度参数,孕周中心化,0.04195092787204779
475,链接尺度参数,孕周二次项,0.0032105160257240653
475,链接尺度参数,年龄中心化,-0.023018401290255317
475,链接尺度参数,截距,-2.6880156874065664
475,链接尺度参数,生产次数中心化,0.19486289045321917
476,原尺度边际效应（百分点）,个体内BMI,-0.19769157229262116
476,原尺度边际效应（百分点）,妇间BMI,-0.16714282617694917
476,原尺度边际效应（百分点）,孕周平均,0.2904811326922488
476,链接尺度参数,BMI个体内偏差,-0.03136129775626606
476,链接尺度参数,妇间BMI中心化,-0.02651512089650559
476,链接尺度参数,孕周中心化,0.0399330023998472
476,链接尺度参数,孕周二次项,0.004904984478375028
476,链接尺度参数,年龄中心化,-0.03010336052253225
476,链接尺度参数,截距,-2.731982282808452
476,链接尺度参数,生产次数中心化,0.16848109704433203
477,原尺度边际效应（百分点）,个体内BMI,-0.11099887224088963
477,原尺度边际效应（百分点）,妇间BMI,-0.12940244833011333
477,原尺度边际效应（百分点）,孕周平均,0.3660669762224172
477,链接尺度参数,BMI个体内偏差,-0.017588496933562323
477,链接尺度参数,妇间BMI中心化,-0.020504663873613906
477,链接尺度参数,孕周中心化,0.049041903484164574
477,链接尺度参数,孕周二次项,0.0056386377073214785
477,链接尺度参数,年龄中心化,-0.008327281007433397
477,链接尺度参数,截距,-2.743749880775732
477,链接尺度参数,生产次数中心化,0.15283879656676658
478,原尺度边际效应（百分点）,个体内BMI,-0.06768805900437475
478,原尺度边际效应（百分点）,妇间BMI,-0.22184726241952774
478,原尺度边际效应（百分点）,孕周平均,0.32887640121283646
478,链接尺度参数,BMI个体内偏差,-0.011148620709424474
478,链接尺度参数,妇间BMI中心化,-0.036539546568762175
478,链接尺度参数,孕周中心化,0.04672681144509037
478,链接尺度参数,孕周二次项,0.004869173866992362
478,链接尺度参数,年龄中心化,-0.010845957153433125
478,链接尺度参数,截距,-2.776829382728688
478,链接尺度参数,生产次数中心化,0.1341629712770727
479,原尺度边际效应（百分点）,个体内BMI,-0.26153900766275345
